,Date,Group,Repeating No,String,Trend No,Dec No
3105,2016-01-12,A,1,hknn,212.5,1632.4
3106,2016-01-13,B,1,hxlh,43.0,554.2
3107,2016-01-14,C,10,pjzg,391.5,2464.333333
3108,2016-01-15,D,6,xuzh,176.0,1143.0
3109,2016-01-16,E,10,sags,44.5,983.375
3110,2016-01-17,A,1,pgry,180.0,727.6
3111,2016-01-18,B,1,aqsh,318.5,864.7
3112,2016-01-19,C,9,zhbe,92.0,233.5
3113,2016-01-20,D,4,cgwu,325.5,603.5
3114,2016-01-21,E,8,ppij,235.0,150.2222222
3115,2016-01-22,A,4,pjoo,190.0,4649.0
3116,2016-01-23,B,3,tprx,96.0,1165.75
3117,2016-01-24,C,6,qecd,291.0,1183.5
3118,2016-01-25,D,5,itbt,392.0,926.375
3119,2016-01-26,E,10,djiu,346.5,2953.0
3120,2016-01-27,A,5,vwvi,200.0,2405.666667
3121,2016-01-28,B,7,rsvd,404.0,1159.625
3122,2016-01-29,C,5,hmqd,408.0,1129.25
3123,2016-01-30,D,7,ukmb,463.5,6161.0
3124,2016-01-31,E,2,asuf,468.0,619.6666667
3125,2016-02-01,A,3,ewde,210.0,1999.0
3126,2016-02-02,B,2,jblb,265.0,437.3
3127,2016-02-03,C,10,yfgy,321.0,823.5555556
3128,2016-02-04,D,4,souc,54.0,723.6
3129,2016-02-05,E,3,ahxn,109.0,745.6666667
3130,2016-02-06,A,10,qyhh,55.0,1372.166667
3131,2016-02-07,B,1,hfzn,277.5,3233.333333
3132,2016-02-08,C,7,ubhw,56.0,704.75
3133,2016-02-09,D,10,bztg,508.5,984.125
3134,2016-02-10,E,1,uhza,114.0,725.75
3135,2016-02-11,A,3,svzb,115.0,2598.333333
3136,2016-02-12,B,5,damz,116.0,2796.0
3137,2016-02-13,C,3,trao,292.5,580.0
3138,2016-02-14,D,1,neyu,295.0,815.6666667
3139,2016-02-15,E,1,xaly,119.0,210.7777778
3140,2016-02-16,A,2,gqlv,480.0,1063.0
3141,2016-02-17,B,7,qorn,544.5,4878.0
3142,2016-02-18,C,4,kygw,61.0,2293.0
3143,2016-02-19,D,7,wckd,307.5,3195.0
3144,2016-02-20,E,9,lkuz,558.0,914.25
3145,2016-02-21,A,5,ypjp,125.0,828.3333333
3146,2016-02-22,B,8,vciw,63.0,85.28571429
3147,2016-02-23,C,7,wqix,317.5,1326.857143
3148,2016-02-24,D,8,bddb,192.0,1219.0
3149,2016-02-25,E,3,iggv,451.5,569.5
3150,2016-02-26,A,4,kkvp,260.0,34.0
3151,2016-02-27,B,5,arca,196.5,418.6
3152,2016-02-28,C,8,yusc,264.0,2306.5
3153,2016-02-29,D,7,mjdp,199.5,1101.6
3154,2016-03-01,E,7,xhjp,670.0,1012.0
3155,2016-03-02,A,5,iiln,202.5,179.8
3156,2016-03-03,B,2,oqxb,136.0,1137.75
3157,2016-03-04,C,3,yepw,548.0,1043.125
3158,2016-03-05,D,6,lrrp,621.0,1796.8
3159,2016-03-06,E,8,uslf,208.5,2913.666667
3160,2016-03-07,A,6,yisl,420.0,493.25
3161,2016-03-08,B,2,jfvc,352.5,1361.5
3162,2016-03-09,C,5,oexz,213.0,2086.0
3163,2016-03-10,D,7,okpz,572.0,395.8888889
3164,2016-03-11,E,6,tsjh,432.0,156.2222222
3165,2016-03-12,A,2,swtk,652.5,2607.5
3166,2016-03-13,B,5,weap,657.0,725.0
3167,2016-03-14,C,7,qedn,220.5,436.5
3168,2016-03-15,D,4,xczy,518.0,281.6666667
3169,2016-03-16,E,4,myjq,223.5,3913.5
3170,2016-03-17,A,9,nkrm,225.0,206.0
3171,2016-03-18,B,8,rugq,0.0,1109.0
3172,2016-03-19,C,8,nwgf,4.0,143.7
3173,2016-03-20,D,8,snfc,4.0,716.3333333
3174,2016-03-21,E,9,lwkb,10.5,556.8
3175,2016-03-22,A,1,ucrn,10.0,1241.5
3176,2016-03-23,B,7,rurg,15.0,3227.0
3177,2016-03-24,C,8,fxaq,24.0,182.0
3178,2016-03-25,D,3,hmdw,31.5,252.6666667
3179,2016-03-26,E,3,dinh,36.0,726.2
3180,2016-03-27,A,4,cwpm,31.5,157.6666667
3181,2016-03-28,B,5,gaiy,40.0,1070.111111
3182,2016-03-29,C,7,bfqq,38.5,208.7777778
3183,2016-03-30,D,5,kshj,24.0,114.0
3184,2016-03-31,E,8,ocgh,13.0,624.5
3185,2016-04-01,A,7,vsgl,14.0,3178.0
3186,2016-04-02,B,8,atjq,45.0,34.2
3187,2016-04-03,C,1,rxym,48.0,118.875
3188,2016-04-04,D,10,szsb,85.0,566.7777778
3189,2016-04-05,E,9,bvoq,72.0,825.0
3190,2016-04-06,A,9,lcay,47.5,3886.0
3191,2016-04-07,B,5,kvwa,60.0,798.2
3192,2016-04-08,C,5,uwyq,63.0,770.0
3193,2016-04-09,D,7,dedd,88.0,1664.25
3194,2016-04-10,E,7,yhyd,46.0,865.2857143
3195,2016-04-11,A,6,nqmv,24.0,725.7777778
3196,2016-04-12,B,8,bigu,50.0,7469.0
3197,2016-04-13,C,2,sncw,117.0,652.2
3198,2016-04-14,D,4,xtbb,54.0,87.25
3199,2016-04-15,E,2,laqh,56.0,438.0
3200,2016-04-16,A,5,kglh,72.5,230.3
3201,2016-04-17,B,6,ffnq,105.0,790.3
3202,2016-04-18,C,1,cxed,31.0,176.625
3203,2016-04-19,D,5,ycms,112.0,3371.0
3204,2016-04-20,E,9,jgyu,99.0,3228.0
3205,2016-04-21,A,10,cyvp,170.0,567.5
3206,2016-04-22,B,10,kglz,17.5,427.7142857
3207,2016-04-23,C,2,iotn,108.0,767.0
3208,2016-04-24,D,9,tdvn,92.5,625.0
3209,2016-04-25,E,9,kqao,95.0,1137.5
3210,2016-04-26,A,3,vexb,39.0,675.25
3211,2016-04-27,B,8,uqpt,180.0,1478.0
3212,2016-04-28,C,1,cmks,82.0,182.25
3213,2016-04-29,D,5,ewcg,147.0,465.2
3214,2016-04-30,E,7,delh,64.5,4433.5
3215,2016-05-01,A,4,wmqg,44.0,3297.0
3216,2016-05-02,B,7,mwrq,22.5,1184.857143
3217,2016-05-03,C,4,omez,46.0,1013.714286
3218,2016-05-04,D,10,hvby,70.5,792.0
3219,2016-05-05,E,5,eild,72.0,1784.8
3220,2016-05-06,A,4,gndm,196.0,910.7142857
3221,2016-05-07,B,9,htiv,50.0,977.4285714
3222,2016-05-08,C,10,yixg,127.5,1041.125
3223,2016-05-09,D,10,sjfy,130.0,6094.0
3224,2016-05-10,E,1,nrxz,238.5,972.5
3225,2016-05-11,A,8,tqnp,189.0,1299.25
3226,2016-05-12,B,8,jqkm,27.5,1118.8
3227,2016-05-13,C,10,xysi,140.0,31.25
3228,2016-05-14,D,2,sygp,85.5,158.1111111
3229,2016-05-15,E,10,sidv,290.0,2026.75
3230,2016-05-16,A,5,evxi,265.5,1376.571429
3231,2016-05-17,B,3,xpjq,180.0,26.2
3232,2016-05-18,C,7,crmd,274.5,512.6666667
3233,2016-05-19,D,8,uqqe,124.0,291.2222222
3234,2016-05-20,E,3,hztq,63.0,535.5
3235,2016-05-21,A,5,chbn,320.0,588.5
3236,2016-05-22,B,1,ramb,325.0,1435.666667
3237,2016-05-23,C,3,dibc,33.0,439.8571429
3238,2016-05-24,D,10,fwua,67.0,1793.0
3239,2016-05-25,E,7,pbqq,306.0,2155.0
3240,2016-05-26,A,8,gubh,345.0,1070.857143
3241,2016-05-27,B,10,mnmi,105.0,120.0
3242,2016-05-28,C,1,dequ,248.5,2882.0
3243,2016-05-29,D,4,jfxn,180.0,2149.5
3244,2016-05-30,E,4,bbqd,292.0,550.3333333
3245,2016-05-31,A,10,gsio,296.0,1145.833333
3246,2016-06-01,B,1,vxac,150.0,59.5
3247,2016-06-02,C,10,xadu,380.0,906.25
3248,2016-06-03,D,8,qapb,115.5,412.5
3249,2016-06-04,E,6,xamh,39.0,457.5
3250,2016-06-05,A,6,jqxm,39.5,4716.5
3251,2016-06-06,B,9,xylo,200.0,8006.0
3252,2016-06-07,C,9,kpnb,324.0,218.8571429
3253,2016-06-08,D,2,utra,82.0,844.125
3254,2016-06-09,E,1,chqf,207.5,874.0
3255,2016-06-10,A,9,hudd,84.0,215.5714286
3256,2016-06-11,B,2,uuzm,42.5,563.375
3257,2016-06-12,C,3,aima,344.0,2268.0
3258,2016-06-13,D,5,aadp,261.0,591.125
3259,2016-06-14,E,4,jlyg,352.0,1952.333333
3260,2016-06-15,A,7,gwrl,356.0,8960.0
3261,2016-06-16,B,7,vwav,225.0,245.7777778
3262,2016-06-17,C,8,ifqp,136.5,1488.333333
3263,2016-06-18,D,9,fytk,276.0,2520.666667
3264,2016-06-19,E,1,igeo,325.5,951.6666667
3265,2016-06-20,A,7,ormz,329.0,2130.0
3266,2016-06-21,B,9,moae,95.0,756.625
3267,2016-06-22,C,6,xkyx,144.0,918.4444444
3268,2016-06-23,D,2,zwsp,145.5,2278.75
3269,2016-06-24,E,1,swrj,490.0,712.0
3270,2016-06-25,A,2,vvjn,148.5,454.9
3271,2016-06-26,B,9,hmsx,350.0,2096.0
3272,2016-06-27,C,4,kzwc,101.0,2113.0
3273,2016-06-28,D,7,scdt,459.0,2792.0
3274,2016-06-29,E,4,gbjx,463.5,1226.5
3275,2016-06-30,A,5,hsyw,208.0,775.4
3276,2016-07-01,B,10,epzx,52.5,2632.0
3277,2016-07-02,C,2,edog,53.0,570.0
3278,2016-07-03,D,8,dgle,535.0,1567.0
3279,2016-07-04,E,5,aleu,486.0,1651.2
3280,2016-07-05,A,6,zjyz,54.5,331.7777778
3281,2016-07-06,B,10,kvrv,165.0,2986.0
3282,2016-07-07,C,5,gbkq,55.5,246.8333333
3283,2016-07-08,D,2,jjsw,168.0,1425.4
3284,2016-07-09,E,6,ynak,395.5,188.5
3285,2016-07-10,A,7,sgzx,228.0,1532.0
3286,2016-07-11,B,10,jhpj,460.0,1530.5
3287,2016-07-12,C,4,tzgs,580.0,609.3333333
3288,2016-07-13,D,6,zitf,58.5,789.1111111
3289,2016-07-14,E,8,tusv,354.0,1113.4
3290,2016-07-15,A,6,iyxt,119.0,701.2857143
3291,2016-07-16,B,4,hzmg,180.0,7960.0
3292,2016-07-17,C,5,njnc,60.5,54.42857143
3293,2016-07-18,D,3,flqi,305.0,1487.6
3294,2016-07-19,E,2,lwxp,369.0,39.6
3295,2016-07-20,A,6,ohts,620.0,232.1666667
3296,2016-07-21,B,8,ndmc,250.0,1500.8
3297,2016-07-22,C,8,qvoj,189.0,501.0
3298,2016-07-23,D,1,zykw,190.5,3875.5
3299,2016-07-24,E,4,qnjg,64.0,783.2
3300,2016-07-25,A,7,myeu,64.5,954.8888889
3301,2016-07-26,B,1,flgd,65.0,1062.666667
3302,2016-07-27,C,4,acfh,393.0,805.875
3303,2016-07-28,D,5,vtho,66.0,334.7
3304,2016-07-29,E,7,rtsy,465.5,3287.0
3305,2016-07-30,A,8,vzrb,603.0,3952.0
3306,2016-07-31,B,10,eqoe,202.5,356.7
3307,2016-08-01,C,8,jcpy,340.0,1359.8
3308,2016-08-02,D,10,kmhj,342.5,3172.0
3309,2016-08-03,E,7,blqi,552.0,83.2
3310,2016-08-04,A,2,tkdc,417.0,4460.0
3311,2016-08-05,B,2,vhwy,350.0,4856.0
3312,2016-08-06,C,1,jswb,211.5,1004.0
3313,2016-08-07,D,7,rfbk,284.0,774.6666667
3314,2016-08-08,E,2,datg,572.0,462.4444444
3315,2016-08-09,A,4,mlod,288.0,4474.0
3316,2016-08-10,B,7,ibro,435.0,1407.714286
3317,2016-08-11,C,3,lhrv,146.0,600.0
3318,2016-08-12,D,4,vuqv,441.0,373.6666667
3319,2016-08-13,E,10,gpzl,666.0,3391.0
3320,2016-08-14,A,7,sada,447.0,312.3333333
3321,2016-08-15,B,10,sfzv,75.0,2319.666667
3322,2016-08-16,C,6,iwgq,0.0,452.7142857
3323,2016-08-17,D,5,ycvn,2.0,1216.833333
3324,2016-08-18,E,2,vkfe,6.0,275.4
3325,2016-08-19,A,9,sjcx,10.5,955.1
3326,2016-08-20,B,2,basg,6.0,4496.0
3327,2016-08-21,C,9,gcos,5.0,432.8571429
3328,2016-08-22,D,8,lqfs,18.0,1232.2
3329,2016-08-23,E,6,tyfn,17.5,9604.0
3330,2016-08-24,A,6,hlsz,12.0,404.5
3331,2016-08-25,B,1,aajn,9.0,3441.0
3332,2016-08-26,C,9,atrk,10.0,455.6666667
3333,2016-08-27,D,7,kqjn,11.0,6364.0
3334,2016-08-28,E,4,goac,42.0,1025.5
3335,2016-08-29,A,3,jdab,58.5,88.0
3336,2016-08-30,B,3,fsse,7.0,610.4
3337,2016-08-31,C,10,ixhd,30.0,544.0
3338,2016-09-01,D,6,rorq,32.0,1185.0
3339,2016-09-02,E,8,rgge,17.0,1624.4
3340,2016-09-03,A,6,mhqw,45.0,708.4285714
3341,2016-09-04,B,2,agrd,47.5,2085.0
3342,2016-09-05,C,8,dpxm,20.0,269.5
3343,2016-09-06,D,7,ddbm,10.5,25.5
3344,2016-09-07,E,4,twvt,22.0,1039.5
3345,2016-09-08,A,7,hhbb,80.5,1857.0
3346,2016-09-09,B,5,efmd,120.0,412.4285714
3347,2016-09-10,C,7,rpcw,25.0,7712.0
3348,2016-09-11,D,3,pzhn,39.0,1308.0
3349,2016-09-12,E,8,sdqq,108.0,6246.0
3350,2016-09-13,A,2,uqrf,84.0,1462.666667
3351,2016-09-14,B,9,ndos,130.5,8072.0
3352,2016-09-15,C,7,fztz,90.0,856.9
3353,2016-09-16,D,9,hoby,62.0,1424.0
3354,2016-09-17,E,10,inms,32.0,121.375
3355,2016-09-18,A,8,ipfm,132.0,982.8
3356,2016-09-19,B,9,yuix,34.0,1199.0
3357,2016-09-20,C,6,brgj,87.5,737.6
3358,2016-09-21,D,10,ljtt,36.0,1185.857143
3359,2016-09-22,E,10,vpct,92.5,791.3333333
3360,2016-09-23,A,4,eeah,114.0,558.6666667
3361,2016-09-24,B,2,odoe,195.0,588.8
3362,2016-09-25,C,1,ayca,180.0,42.83333333
3363,2016-09-26,D,8,wbfh,61.5,1197.0
3364,2016-09-27,E,10,elwz,105.0,302.25
3365,2016-09-28,A,8,vzkr,43.0,509.8888889
3366,2016-09-29,B,4,yric,220.0,830.75
3367,2016-09-30,C,5,kkyv,135.0,445.7
3368,2016-10-01,D,2,phpk,230.0,968.5
3369,2016-10-02,E,2,jopq,70.5,3051.0
3370,2016-10-03,A,4,btgp,120.0,1131.333333
3371,2016-10-04,B,6,oifr,245.0,316.5
3372,2016-10-05,C,10,jgka,125.0,729.0
3373,2016-10-06,D,10,mbhx,127.5,146.2857143
3374,2016-10-07,E,1,guqo,130.0,2382.0
3375,2016-10-08,A,6,gvba,132.5,1074.0
3376,2016-10-09,B,2,xwcg,216.0,734.4444444
3377,2016-10-10,C,8,anbi,55.0,64.2
3378,2016-10-11,D,1,swmm,252.0,139.5
3379,2016-10-12,E,10,eacx,57.0,492.7142857
3380,2016-10-13,A,5,iydc,290.0,377.0
3381,2016-10-14,B,6,wfaa,88.5,1162.0
3382,2016-10-15,C,8,uncl,270.0,1668.0
3383,2016-10-16,D,10,pckw,213.5,802.0
3384,2016-10-17,E,10,rusp,62.0,745.875
3385,2016-10-18,A,10,kfqg,31.5,930.25
3386,2016-10-19,B,10,zwxa,128.0,311.6666667
3387,2016-10-20,C,7,lars,32.5,17.5
3388,2016-10-21,D,9,nnwu,198.0,2682.666667
3389,2016-10-22,E,5,fjri,167.5,1007.666667
3390,2016-10-23,A,4,pvnc,136.0,277.6666667
3391,2016-10-24,B,4,ndth,207.0,741.2
3392,2016-10-25,C,4,qokl,280.0,906.1428571
3393,2016-10-26,D,5,hxir,106.5,958.5
3394,2016-10-27,E,4,wzyu,108.0,1403.8
3395,2016-10-28,A,1,ruox,365.0,1536.2
3396,2016-10-29,B,5,kyoj,74.0,92.44444444
3397,2016-10-30,C,7,nvcr,37.5,608.1666667
3398,2016-10-31,D,7,mzsd,342.0,23.0
3399,2016-11-01,E,6,afeu,385.0,757.75
3400,2016-11-02,A,2,jwil,273.0,975.2857143
3401,2016-11-03,B,9,jtls,158.0,3319.0
3402,2016-11-04,C,4,vdcl,320.0,1096.857143
3403,2016-11-05,D,3,yjqr,243.0,2672.666667
3404,2016-11-06,E,7,dtfk,164.0,1733.0
3405,2016-11-07,A,7,afzx,166.0,1026.333333
3406,2016-11-08,B,1,nhcf,420.0,722.0
3407,2016-11-09,C,1,dazf,297.5,1237.666667
3408,2016-11-10,D,7,mnat,215.0,7966.0
3409,2016-11-11,E,10,shfv,261.0,237.6
3410,2016-11-12,A,4,ppem,308.0,268.0
3411,2016-11-13,B,10,afbg,267.0,101.5
3412,2016-11-14,C,8,tctq,270.0,51.75
3413,2016-11-15,D,3,mnpx,45.5,48.0
3414,2016-11-16,E,6,vbpc,138.0,446.8333333
3415,2016-11-17,A,5,cjwi,279.0,1046.666667
3416,2016-11-18,B,4,xbma,329.0,2364.333333
3417,2016-11-19,C,2,wptc,142.5,640.625
3418,2016-11-20,D,1,ylaf,432.0,979.3333333
3419,2016-11-21,E,1,ygxw,339.5,903.0
3420,2016-11-22,A,3,lppl,196.0,589.6666667
3421,2016-11-23,B,3,jjgi,297.0,1151.285714
3422,2016-11-24,C,9,yrzp,50.0,834.2222222
3423,2016-11-25,D,3,eeeh,353.5,208.0
3424,2016-11-26,E,7,rvtf,255.0,1012.75
3425,2016-11-27,A,1,wwvt,360.5,1852.5
3426,2016-11-28,B,4,jaqc,520.0,2347.0
3427,2016-11-29,C,5,swkc,420.0,684.0
3428,2016-11-30,D,9,nizz,265.0,285.0
3429,2016-12-01,E,6,rvrl,321.0,992.4
3430,2016-12-02,A,4,lbmb,54.0,5789.0
3431,2016-12-03,B,6,nckv,545.0,500.8571429
3432,2016-12-04,C,6,mpwt,550.0,1526.0
3433,2016-12-05,D,10,cjhc,444.0,844.0
3434,2016-12-06,E,10,ceft,504.0,15.88888889
3435,2016-12-07,A,4,vgaf,395.5,1169.2
3436,2016-12-08,B,3,mhwg,342.0,408.4285714
3437,2016-12-09,C,5,winc,230.0,834.3
3438,2016-12-10,D,2,xxrz,174.0,928.8
3439,2016-12-11,E,8,xamn,351.0,619.0
3440,2016-12-12,A,1,atmo,354.0,1625.2
3441,2016-12-13,B,2,ywvd,59.5,1934.0
3442,2016-12-14,C,4,juke,360.0,818.0
3443,2016-12-15,D,5,iitg,181.5,6726.0
3444,2016-12-16,E,8,aalh,549.0,636.25
3445,2016-12-17,A,3,zgeo,430.5,8578.0
3446,2016-12-18,B,3,izow,310.0,312.1666667
3447,2016-12-19,C,3,nyrg,250.0,1751.666667
3448,2016-12-20,D,4,fvhp,252.0,900.1111111
3449,2016-12-21,E,5,gpdc,317.5,143.75
3450,2016-12-22,A,1,lqfs,384.0,1401.0
3451,2016-12-23,B,2,qqqn,322.5,783.5555556
3452,2016-12-24,C,7,klsv,260.0,340.2
3453,2016-12-25,D,6,cley,589.5,572.5
3454,2016-12-26,E,10,vifz,66.0,7358.0
3455,2016-12-27,A,2,qpwv,332.5,1615.4
3456,2016-12-28,B,1,rolr,536.0,1931.0
3457,2016-12-29,C,8,tbnl,337.5,831.75
3458,2016-12-30,D,5,tlra,272.0,168.2
3459,2016-12-31,E,7,dtsd,205.5,156.4285714
3460,2017-01-01,A,2,zkme,276.0,491.5
3461,2017-01-02,B,4,ghis,417.0,808.2
3462,2017-01-03,C,8,btqi,700.0,2075.5
3463,2017-01-04,D,10,mhen,352.5,3055.0
3464,2017-01-05,E,8,iwlu,355.0,476.7
3465,2017-01-06,A,4,luir,286.0,256.8
3466,2017-01-07,B,1,qevp,576.0,2589.666667
3467,2017-01-08,C,6,hxrz,72.5,854.3
3468,2017-01-09,D,5,demz,365.0,965.8
3469,2017-01-10,E,10,tizg,588.0,203.8571429
3470,2017-01-11,A,8,dgwg,74.0,194.4
3471,2017-01-12,B,4,ziql,298.0,124.5555556
3472,2017-01-13,C,7,hyuv,300.0,8183.0
3473,2017-01-14,D,2,rhnq,0.0,559.0
3474,2017-01-15,E,2,qohg,3.0,62.0
3475,2017-01-16,A,1,nssc,2.0,947.0
3476,2017-01-17,B,2,qbin,4.5,2486.0
3477,2017-01-18,C,2,wyba,6.0,598.2
3478,2017-01-19,D,3,adgi,12.5,323.25
3479,2017-01-20,E,1,ozpx,21.0,918.0
3480,2017-01-21,A,10,xbmg,28.0,146.4
3481,2017-01-22,B,1,bhjq,16.0,402.75
3482,2017-01-23,C,9,cnpq,31.5,1386.0
3483,2017-01-24,D,10,kumf,5.0,1292.8
3484,2017-01-25,E,1,fjdd,27.5,721.0
3485,2017-01-26,A,5,ygbd,60.0,1514.8
3486,2017-01-27,B,1,lxcj,19.5,519.9
3487,2017-01-28,C,10,tzit,21.0,610.5555556
3488,2017-01-29,D,8,gaoo,7.5,1770.5
3489,2017-01-30,E,10,mvhe,16.0,643.0
3490,2017-01-31,A,7,lgje,59.5,1462.333333
3491,2017-02-01,B,3,ibcy,54.0,439.375
3492,2017-02-02,C,1,tdoc,9.5,261.4444444
3493,2017-02-03,D,3,jgmf,60.0,24.33333333
3494,2017-02-04,E,9,fwia,31.5,235.75
3495,2017-02-05,A,8,ccns,44.0,968.5
3496,2017-02-06,B,1,ooqf,46.0,786.5714286
3497,2017-02-07,C,6,vrlz,36.0,212.4444444
3498,2017-02-08,D,4,bzyg,87.5,1859.4
3499,2017-02-09,E,9,zjbb,26.0,185.0
3500,2017-02-10,A,7,psbr,121.5,2916.666667
3501,2017-02-11,B,3,obol,70.0,5065.0
3502,2017-02-12,C,7,qigt,72.5,1062.5
3503,2017-02-13,D,10,prii,135.0,653.0
3504,2017-02-14,E,6,cecv,31.0,807.5
3505,2017-02-15,A,9,kvaf,144.0,335.0
3506,2017-02-16,B,7,vafx,16.5,174.4
3507,2017-02-17,C,4,uwaq,119.0,1408.75
3508,2017-02-18,D,8,qwkl,87.5,470.0
3509,2017-02-19,E,3,nuzy,18.0,256.1
3510,2017-02-20,A,9,elrl,74.0,2219.25
3511,2017-02-21,B,6,idpr,152.0,1539.0
3512,2017-02-22,C,3,hsnn,19.5,1849.0
3513,2017-02-23,D,7,hyuu,180.0,1383.0
3514,2017-02-24,E,10,rnll,82.0,36.33333333
3515,2017-02-25,A,4,uhoi,42.0,370.375
3516,2017-02-26,B,6,kqkc,64.5,698.75
3517,2017-02-27,C,8,xyur,220.0,528.0
3518,2017-02-28,D,9,qmfz,157.5,377.0
3519,2017-03-01,E,8,qcoc,92.0,152.75
3520,2017-03-02,A,2,pvtx,211.5,1574.666667
3521,2017-03-03,B,10,jsai,216.0,69.6
3522,2017-03-04,C,10,alsg,171.5,2917.0
3523,2017-03-05,D,7,yeie,150.0,7858.0
3524,2017-03-06,E,1,xpyx,76.5,443.5
3525,2017-03-07,A,9,maum,78.0,278.7142857
3526,2017-03-08,B,8,juon,79.5,598.625
3527,2017-03-09,C,2,bzfq,135.0,6126.0
3528,2017-03-10,D,7,upac,55.0,3253.333333
3529,2017-03-11,E,1,pynl,84.0,627.9
3530,2017-03-12,A,9,wjsb,199.5,723.7777778
3531,2017-03-13,B,5,ecvu,290.0,1415.8
3532,2017-03-14,C,4,vtqe,206.5,2297.5
3533,2017-03-15,D,4,kzsq,270.0,1546.666667
3534,2017-03-16,E,2,nlaz,152.5,1121.0
3535,2017-03-17,A,3,xghu,31.0,1958.0
3536,2017-03-18,B,3,lvlt,315.0,765.875
3537,2017-03-19,C,4,gluw,288.0,830.6666667
3538,2017-03-20,D,10,hakr,227.5,2540.0
3539,2017-03-21,E,8,dxos,132.0,1424.166667
3540,2017-03-22,A,9,kxrr,201.0,749.7
3541,2017-03-23,B,8,mwjo,102.0,442.0
3542,2017-03-24,C,3,hiob,241.5,563.8888889
3543,2017-03-25,D,10,dioa,315.0,342.8
3544,2017-03-26,E,9,othk,213.0,710.0
3545,2017-03-27,A,5,eecv,180.0,1017.0
3546,2017-03-28,B,3,snex,109.5,4534.5
3547,2017-03-29,C,10,uzxr,222.0,3389.5
3548,2017-03-30,D,6,uxoy,37.5,815.5
3549,2017-03-31,E,8,yxdj,380.0,3907.5
3550,2017-04-01,A,5,tgci,346.5,450.8571429
3551,2017-04-02,B,7,aygr,234.0,727.0
3552,2017-04-03,C,5,ydlo,39.5,1224.875
3553,2017-04-04,D,3,mlqc,200.0,791.1428571
3554,2017-04-05,E,4,dwsq,243.0,701.0
3555,2017-04-06,A,9,tlab,123.0,481.2
3556,2017-04-07,B,1,ssih,124.5,360.1111111
3557,2017-04-08,C,1,yzws,378.0,722.3333333
3558,2017-04-09,D,7,oori,127.5,412.3333333
3559,2017-04-10,E,5,cmhc,387.0,1412.333333
3560,2017-04-11,A,6,uuek,43.5,330.75
3561,2017-04-12,B,10,unsq,396.0,986.3333333
3562,2017-04-13,C,9,dxqa,267.0,1084.625
3563,2017-04-14,D,8,ffhi,450.0,1476.0
3564,2017-04-15,E,6,ilzd,182.0,914.2
3565,2017-04-16,A,10,bqee,46.0,4435.0
3566,2017-04-17,B,1,aimw,418.5,784.5
3567,2017-04-18,C,9,izew,282.0,335.0
3568,2017-04-19,D,9,ccgh,475.0,1598.4
3569,2017-04-20,E,10,idjb,336.0,512.25
3570,2017-04-21,A,6,bclu,145.5,1033.75
3571,2017-04-22,B,7,fkvy,49.0,125.4285714
3572,2017-04-23,C,5,cfiv,148.5,146.5
3573,2017-04-24,D,1,bjzk,350.0,477.5
3574,2017-04-25,E,6,xcdu,101.0,4737.0
3575,2017-04-26,A,9,fxmi,102.0,1086.285714
3576,2017-04-27,B,2,txbq,154.5,874.75
3577,2017-04-28,C,8,xdad,468.0,364.1666667
3578,2017-04-29,D,10,tmpl,525.0,4625.0
3579,2017-04-30,E,7,gdtz,424.0,84.625
3580,2017-05-01,A,4,npxi,321.0,627.4444444
3581,2017-05-02,B,10,oxtl,486.0,911.8571429
3582,2017-05-03,C,4,vqpa,381.5,208.6666667
3583,2017-05-04,D,8,irjx,330.0,2413.0
3584,2017-05-05,E,4,rfly,499.5,29.125
3585,2017-05-06,A,10,zzdz,224.0,8356.0
3586,2017-05-07,B,2,xgkm,395.5,460.4444444
3587,2017-05-08,C,3,kfjl,57.0,1422.5
3588,2017-05-09,D,3,cogi,402.5,2060.0
3589,2017-05-10,E,9,kexj,580.0,729.0
3590,2017-05-11,A,9,iizi,58.5,206.6
3591,2017-05-12,B,10,xgcb,354.0,8001.0
3592,2017-05-13,C,9,fvxg,59.5,1287.142857
3593,2017-05-14,D,3,lsrb,60.0,669.1428571
3594,2017-05-15,E,5,rfiw,60.5,252.625
3595,2017-05-16,A,1,ejkw,122.0,956.8
3596,2017-05-17,B,9,vnnu,615.0,1952.8
3597,2017-05-18,C,1,cpqj,62.0,8213.0
3598,2017-05-19,D,3,kumy,250.0,1038.0
3599,2017-05-20,E,3,vomj,378.0,707.6666667
3600,2017-05-21,A,7,fiea,444.5,814.4
3601,2017-05-22,B,3,ashh,64.0,45.0
3602,2017-05-23,C,8,urdy,516.0,1019.166667
3603,2017-05-24,D,1,slzt,195.0,527.1666667
3604,2017-05-25,E,2,cqdg,589.5,551.1428571
3605,2017-05-26,A,4,csnu,330.0,1050.222222
3606,2017-05-27,B,10,wjol,665.0,1230.0
3607,2017-05-28,C,4,twan,603.0,628.3333333
3608,2017-05-29,D,4,nwam,675.0,207.5
3609,2017-05-30,E,5,larx,680.0,3227.666667
3610,2017-05-31,A,8,acej,479.5,149.1428571
3611,2017-06-01,B,4,gjyh,345.0,1059.25
3612,2017-06-02,C,1,cenf,556.0,1948.0
3613,2017-06-03,D,4,dewf,350.0,6271.0
3614,2017-06-04,E,5,qkag,352.5,142.0
3615,2017-06-05,A,3,rsfu,639.0,363.1428571
